Hospital Name,Overall rating
ST JOSEPH REGIONAL HEALTH CENTER,3.0
ST JOSEPH REGIONAL MEDICAL CENTER,3.0
ST JOSEPH WARREN HOSPITAL,4.0
ST JOSEPH'S HOSPITAL,3.6666666666666665
ST JOSEPH'S HOSPITAL - SAVANNAH,2.0
ST JOSEPH'S HOSPITAL HEALTH CENTER,3.0
"ST JOSEPH'S HOSPITAL, INC",2.0
ST JOSEPH'S MEDICAL CENTER,1.0
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,2.0
ST JOSEPH'S REGIONAL MEDICAL CENTER,1.0
ST JOSEPHS AREA  HEALTH SERVICES,3.0
ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND,3.0
ST JOSEPHS HOSPITAL,3.6666666666666665
ST JUDE CHILDRENS RESEARCH HOSPITAL,
ST JUDE MEDICAL CENTER,3.0
ST LOUIS CHILDRENS HOSPITAL,
ST LUCIE MEDICAL CENTER,2.0
ST LUKE COMMUNITY HOSPITAL,4.0
ST LUKE HOSPITAL & LIVING CENTER,
ST LUKE'S CORNWALL HOSPITAL,2.0
ST LUKE'S ELMORE MEDICAL CENTER,4.0
ST LUKE'S HOSPITAL,3.0
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,4.0
ST LUKE'S HOSPITAL - MONROE CAMPUS,
ST LUKE'S HOSPITAL AT THE VINTAGE,2.0
ST LUKE'S HOSPITAL BETHLEHEM,4.0
ST LUKE'S JEROME,
ST LUKE'S MAGIC VALLEY RMC,3.0
ST LUKE'S MCCALL,
ST LUKE'S MEDICAL CENTER,3.0
ST LUKE'S MINERS MEMORIAL HOSPITAL,4.0
ST LUKE'S PATIENTS MEDICAL CENTER,4.0
ST LUKE'S QUAKERTOWN HOSPITAL,4.0
ST LUKE'S REGIONAL MEDICAL CENTER,5.0
ST LUKE'S SUGAR LAND HOSPITAL,3.0
ST LUKE'S THE WOODLANDS HOSPITAL,2.0
ST LUKE'S WARREN HOSPITAL,4.0
ST LUKE'S WOOD RIVER MEDICAL CENTER,
ST LUKES HOSPITAL,3.75
ST LUKES HOSPITAL OF KANSAS CITY,4.0
ST LUKES LAKESIDE HOSPITAL,
ST LUKES REGIONAL MEDICAL CENTER,3.0
ST MARGARETS HOSPITAL,4.0
ST MARK'S HOSPITAL,3.0
ST MARKS MEDICAL CENTER,4.0
ST MARTIN HOSPITAL,
ST MARY MEDICAL CENTER,3.0
ST MARY MEDICAL CENTER INC,4.0
ST MARY MERCY HOSPITAL,3.0
ST MARY'S GENERAL HOSPITAL,2.0
ST MARY'S GOOD SAMARITAN HOSPITAL,3.0
ST MARY'S HOSPITAL,4.0
ST MARY'S HOSPITAL ( TROY ),3.0
ST MARY'S HOSPITAL AT AMSTERDAM,3.0
ST MARY'S MEDICAL CENTER,2.5
ST MARY'S OF MICHIGAN MEDICAL CENTER,2.0
ST MARY'S REGIONAL MEDICAL CENTER,4.0
"ST MARY'S SACRED HEART HOSPITAL, INC",3.0
ST MARYS  MEDICAL CENTER,3.0
ST MARYS HOSPITAL,2.0
ST MARYS HOSPITAL MEDICAL CTR,3.0
ST MARYS HOSPITAL OF SUPERIOR,3.0
ST MARYS REGIONAL MEDICAL CENTER,3.5
ST MICHAEL'S HOSPITAL - CAH,
ST NICHOLAS HOSPITAL,3.0
ST PATRICK HOSPITAL,4.0
ST PETER'S HOSPITAL,3.0
ST PETERSBURG GENERAL HOSPITAL,2.0
ST RITA'S MEDICAL CENTER,4.0
ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,3.0
ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,2.0
ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,1.0
ST ROSE HOSPITAL,1.0
ST TAMMANY PARISH HOSPITAL,4.0
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,4.0
ST VINCENT CARMEL HOSPITAL INC,5.0
ST VINCENT CHARITY MEDICAL CENTER,4.0
ST VINCENT CLAY HOSPITAL INC,3.0
ST VINCENT DUNN HOSPITAL INC,4.0
ST VINCENT EVANSVILLE,3.0
ST VINCENT FISHERS HOSPITAL INC,4.0
ST VINCENT FRANKFORT HOSPITAL INC,3.0
ST VINCENT HEALTHCARE,4.0
ST VINCENT HEART CENTER OF INDIANA LLC,4.0
ST VINCENT HOSPITAL,2.5
ST VINCENT HOSPITAL & HEALTH SERVICES,3.0
ST VINCENT HOSPITAL GENERAL DISTRICT,
ST VINCENT JENNINGS HOSPITAL INC,3.0
ST VINCENT KOKOMO,4.0
ST VINCENT MEDICAL CENTER/NORTH,2.0
ST VINCENT MERCY HOSPITAL,
ST VINCENT RANDOLPH HOSPITAL INC,4.0
ST VINCENT SALEM HOSPITAL INC,
ST VINCENT WARRICK,
ST VINCENT WILLIAMSPORT HOSPITAL INC,3.0
ST VINCENT'S BIRMINGHAM,3.0
ST VINCENT'S EAST,2.0
ST VINCENT'S MEDICAL CENTER,2.0
ST VINCENT'S MEDICAL CENTER RIVERSIDE,3.0
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,3.0
ST VINCENT'S ST CLAIR,3.0
ST VINCENTS BLOUNT,3.0
ST VINCENTS MEDICAL CENTER - CLAY COUNTY,3.0
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,3.0
ST. MARY'S HOSPITAL,3.0
STAFFORD COUNTY HOSPITAL,
"STAFFORD HOSPITAL, LLC",3.0
STAMFORD HOSPITAL,3.0
STAMFORD MEMORIAL HOSPITAL,3.0
STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,
STANFORD HEALTH CARE,4.0
STANFORD HEALTH CARE - VALLEYCARE,4.0
STANISLAUS SURGICAL HOSPITAL,
STANTON COUNTY HOSPITAL,
STAR VALLEY MEDICAL CENTER,3.0
STARKE HOSPITAL,3.0
STARR COUNTY MEMORIAL HOSPITAL,3.0
STARR REGIONAL MEDICAL CENTER ATHENS,3.0
STATEN ISLAND UNIVERSITY HOSPITAL,1.0
STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,3.0
STEELE MEMORIAL MEDICAL CENTER,
STEPHENS COUNTY HOSPITAL,3.0
STEPHENS MEMORIAL HOSPITAL,3.0
STERLING REGIONAL MEDCENTER,3.0
STERLING SURGICAL HOSPITAL,
STEVENS COMMUNITY MEDICAL CENTER,4.0
STEVENS COUNTY HOSPITAL,
STEWART MEMORIAL COMMUNITY HOSPITAL,4.0
STILLWATER BILLINGS CLINIC,
STILLWATER MEDICAL CENTER AUTHORITY,4.0
STONE COUNTY HOSPITAL,
STONE COUNTY MEDICAL CENTER,3.0
STONESPRINGS HOSPITAL CENTER,
STONEWALL JACKSON MEMORIAL HOSPITAL,3.0
STONEWALL MEMORIAL HOSPITAL,
STORMONT VAIL HOSPITAL,4.0
STORY COUNTY HOSPITAL,
STOUGHTON HOSPITAL,4.0
STRAITH HOSPITAL FOR SPECIAL SURGERY,
STRAUB CLINIC AND HOSPITAL,5.0
STRINGFELLOW MEMORIAL HOSPITAL,3.0
STRONG MEMORIAL HOSPITAL,3.0
STROUD REGIONAL MEDICAL CENTER,
STURDY MEMORIAL HOSPITAL,3.0
STURGIS HOSPITAL,4.0
STURGIS REGIONAL HOSPITAL,
SUBURBAN COMMUNITY HOSPITAL,2.0
SUBURBAN HOSPITAL,
SUGAR LAND SURGICAL HOSPITAL LLP,
SULLIVAN COUNTY COMMUNITY HOSPITAL,2.0
SULLIVAN COUNTY MEMORIAL HOSPITAL,
SUMMA HEALTH SYSTEM,2.0
SUMMA WESTERN RESERVE HOSPITAL,3.0
SUMMERLIN HOSPITAL MEDICAL CENTER,3.0
SUMMERS COUNTY ARH HOSPITAL,
SUMMERSVILLE REGIONAL MEDICAL CENTER,2.0
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,4.0
SUMMIT MEDICAL CENTER,
SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,3.0
"SUMMIT SURGICAL, LLC",
SUMNER COUNTY HOSPITAL DISTRICT NO 1,
SUMNER REGIONAL MEDICAL CENTER,2.0
SUNBURY COMMUNITY HOSPITAL,3.0
SUNNYSIDE COMMUNITY HOSPITAL,2.0
SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,
SUNRISE HOSPITAL AND MEDICAL CENTER,1.0
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,
SURGICAL HOSPITAL AT SOUTHWOODS,5.0
"SURGICAL HOSPITAL OF OKLAHOMA, LLC",
SURGICAL INSTITUTE OF READING,
SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,
SURGICAL SPECIALTY CENTER OF BATON ROUGE,
SURPRISE VALLEY COMMUNITY HOSPITAL,
SUSAN B ALLEN MEMORIAL HOSPITAL,3.0
SUTTER AMADOR HOSPITAL,2.0
SUTTER AUBURN FAITH HOSPITAL,4.0
SUTTER COAST HOSPITAL,2.0
SUTTER DAVIS HOSPITAL,4.0
SUTTER DELTA MEDICAL CENTER,2.0
SUTTER LAKESIDE HOSPITAL,3.0
SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,
"SUTTER MEDICAL CENTER, SACRAMENTO",4.0
SUTTER ROSEVILLE MEDICAL CENTER,4.0
SUTTER SANTA ROSA REGIONAL HOSPITAL,3.0
SUTTER SOLANO MEDICAL CENTER,3.0
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,
SUTTER TRACY COMMUNITY HOSPITAL,3.0
SWAIN COUNTY HOSPITAL,4.0
SWEDISH AMERICAN HOSPITAL,4.0
SWEDISH COVENANT HOSPITAL,3.0
SWEDISH EDMONDS HOSPITAL,2.0
SWEDISH ISSAQUAH,3.0
SWEDISH MEDICAL CENTER,3.0
SWEDISH MEDICAL CENTER / CHERRY HILL,3.0
SWEENY COMMUNITY HOSPITAL,
SWEETWATER HOSPITAL ASSOCIATION,3.0
SWIFT COUNTY BENSON HOSPITAL,
SWISHER MEMORIAL HOSPITAL,
SYCAMORE MEDICAL CENTER,4.0
SYCAMORE SHOALS HOSPITAL,4.0
SYRINGA GENERAL HOSPITAL,3.0
T J HEALTH COLUMBIA,4.0
T J SAMSON COMMUNITY HOSPITAL,3.0
TACOMA GENERAL ALLENMORE HOSPITAL,2.0
TAHOE FOREST HOSPITAL,
TAKOMA REGIONAL HOSPITAL,3.0
TALLAHASSEE MEMORIAL HOSPITAL,3.0
TALLAHATCHIE CRITICAL ACCESS HOSPITAL,
TAMPA COMMUNITY HOSPITAL,2.0
TAMPA GENERAL HOSPITAL,2.0
TANNER MEDICAL CENTER - CARROLLTON,3.0
TANNER MEDICAL CENTER VILLA RICA,3.0
TAWAS ST JOSEPH HOSPITAL,4.0
TAYLOR REGIONAL HOSPITAL,3.0
TAYLORVILLE MEMORIAL HOSPITAL,4.0
TECHE REGIONAL MEDICAL CENTER,3.0
TEMECULA VALLEY HOSPITAL,3.0
TEMPLE UNIVERSITY HOSPITAL,2.0
TENNOVA HEALTHCARE,2.0
TENNOVA HEALTHCARE - JAMESTOWN,3.0
TENNOVA HEALTHCARE-CLARKSVILLE,2.0
TENNOVA HEALTHCARE-CLEVELAND,2.0
TENNOVA HEALTHCARE-DYERSBURG REGIONAL,2.0
TENNOVA HEALTHCARE-HARTON,2.0
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,3.0
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,2.0
TENNOVA HEALTHCARE-LEBANON,3.0
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,3.0
TENNOVA HEALTHCARE-REGIONAL JACKSON,3.0
TENNOVA HEALTHCARE-SHELBYVILLE,1.0
TENNOVA HEALTHCARE-VOLUNTEER MARTIN,3.0
TERRE HAUTE REGIONAL HOSPITAL,3.0
TERREBONNE GENERAL MEDICAL CENTER,3.0
TETON VALLEY HOSPITAL,
TEXAS CHILDRENS HOSP,
TEXAS COUNTY MEMORIAL HOSPITAL,3.0
TEXAS GENERAL HOSPITAL,
TEXAS GENERAL HOSPITAL- VZRMC LP,
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,2.0
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,
TEXAS HEALTH HARRIS METHODIST FORT WORTH,3.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,4.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,4.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,4.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,5.0
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,4.0
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,4.0
TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,4.0
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,4.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,4.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,3.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,4.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,4.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,3.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,4.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3.0
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,
TEXAS ORTHOPEDIC HOSPITAL,5.0
TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,
TEXAS SPINE AND JOINT HOSPITAL,5.0
TEXOMA MEDICAL CENTER,2.0
THAYER COUNTY HEALTH SERVICES,
THE CARLE FOUNDATION HOSPITAL,3.0
THE HEALTHCENTER,
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4.0
THE HEART HOSPITAL BAYLOR DENTON,
THE HEART HOSPITAL BAYLOR PLANO,5.0
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,4.0
THE JAMES B HAGGIN MEMORIAL HOSPITAL,
THE MCDOWELL HOSPITAL,3.0
THE MEDICAL CENTER AT ALBANY,3.0
THE MEDICAL CENTER AT BOWLING GREEN,3.0
THE MEDICAL CENTER AT CAVERNA,3.0
THE MEDICAL CENTER AT FRANKLIN,4.0
THE MEDICAL CENTER AT SCOTTSVILLE,3.0
THE MEDICAL CENTER OF SOUTHEAST TEXAS,3.0
THE MIRIAM HOSPITAL,4.0
THE MONROE CLINIC,4.0
THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE,2.0
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,
THE ORTHOPEDIC SPECIALTY HOSPITAL,
"THE OUTER BANKS HOSPITAL, INC",4.0
THE PHYSICIANS' HOSPITAL IN ANADARKO,3.0
THE QUEENS MEDICAL CENTER,4.0
THE SPINE HOSPITAL OF LOUISIANA,
THE UNIVERSITY OF CHICAGO MEDICAL CENTER,3.0
THEDACARE MEDICAL CENTER - BERLIN INC,3.0
THEDACARE MEDICAL CENTER - SHAWANO INC,3.0
THEDACARE MEDICAL CENTER - WAUPACA INC,3.0
THEDACARE MEDICAL CENTER - WILD ROSE INC,
THEDACARE MEDICAL CENTER NEW LONDON,3.0
THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,3.0
THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,3.0
THIBODAUX REGIONAL MEDICAL CENTER,4.0
THOMAS H BOYD MEMORIAL HOSPITAL,
THOMAS HOSPITAL,4.0
THOMAS JEFFERSON UNIVERSITY HOSPITAL,3.0
THOMAS MEMORIAL HOSPITAL,3.0
THOREK MEMORIAL HOSPITAL,2.0
THREE GABLES SURGERY CENTER,
THREE RIVERS HEALTH,3.0
THREE RIVERS HOSPITAL,2.0
THREE RIVERS MEDICAL CENTER,3.0
THROCKMORTON COUNTY MEMORIAL HOSPITAL,
TIDELANDS HEALTH,3.0
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4.0
TIFT REGIONAL MEDICAL CENTER,2.0
TILLAMOOK REGIONAL MEDICAL CENTER,3.0
TIMBERLANDS HOSPITAL,2.0
TIMPANOGOS REGIONAL HOSPITAL,4.0
TIOGA MEDICAL CENTER,
TIPPAH COUNTY HOSPITAL,
TISHOMINGO HEALTH SERVICES INC,4.0
TITUS REGIONAL MEDICAL CENTER,3.0
TITUSVILLE HOSPITAL,
TLC HEALTH NETWORK,4.0
TMC- BONHAM HOSPITAL,
TOLEDO HOSPITAL THE,4.0
TOMAH MEMORIAL HOSPITAL,4.0
TOMBALL REGIONAL MEDICAL CENTER,3.0
TOPPENISH COMMUNITY HOSPITAL,3.0
TOPS SURGICAL SPECIALTY HOSPITAL,
TORRANCE MEMORIAL MEDICAL CENTER,3.0
TOUCHETTE REGIONAL HOSPITAL INC,2.0
TOURO INFIRMARY,3.0
TOWNER COUNTY MEDICAL CENTER,
TRACE REGIONAL HOSP AND SWING BED,
"TRANSYLVANIA REGIONAL HOSPITAL, INC",4.0
TREASURE VALLEY HOSPITAL,
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,
TRI COUNTY HOSPITAL,3.0
TRI VALLEY HEALTH SYSTEM,4.0
TRI-CITY MEDICAL CENTER,2.0
TRI-STATE MEMORIAL HOSPITAL,3.0
TRI-TOWN REGIONAL HEALTHCARE,
TRIDENT MEDICAL CENTER,2.0
TRIGG COUNTY HOSPITAL,
TRIHEALTH EVENDALE HOSPITAL,
TRINITAS REGIONAL MEDICAL CENTER,2.0
TRINITY HOSPITAL,
TRINITY HOSPITAL OF AUGUSTA,2.0
TRINITY HOSPITAL TWIN CITY,
TRINITY HOSPITALS,1.0
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,4.0
TRINITY MUSCATINE,3.0
TRINITY REGIONAL MEDICAL CENTER,3.0
TRINITY ROCK ISLAND,2.0
TRISTAR ASHLAND CITY MEDICAL CENTER,
TRISTAR CENTENNIAL MEDICAL CENTER,3.0
TRISTAR HENDERSONVILLE MEDICAL CENTER,3.0
TRISTAR HORIZON MEDICAL CENTER,3.0
TRISTAR SKYLINE MEDICAL CENTER,2.0
TRISTAR SOUTHERN HILLS MEDICAL CENTER,3.0
TRISTAR STONECREST MEDICAL CENTER,3.0
TRISTAR SUMMIT MEDICAL CENTER,3.0
TRMC OF ORANGEBURG & CALHOUN,2.0
TROUSDALE MEDICAL CENTER,
TROY COMMUNITY HOSPITAL,3.0
TROY REGIONAL MEDICAL CENTER,3.0
TRUMAN MEDICAL CENTER HOSPITAL HILL,2.0
TRUMAN MEDICAL CENTER LAKEWOOD,2.0
TRUMBULL MEMORIAL HOSPITAL,4.0
TRUSTPOINT HOSPITAL,
TUALITY COMMUNITY HOSPITAL,3.0
TUBA CITY REGIONAL HEALTH CARE CORPORATION,3.0
TUCSON MEDICAL CENTER,3.0
TUFTS MEDICAL CENTER,2.0
TUG VALLEY ARH REGIONAL MEDICAL CENTER,3.0
TULANE MEDICAL CENTER,2.0
TULARE REGIONAL MEDICAL CENTER,1.0
"TULSA SPINE & SPECIALTY HOSPITAL, LLC",
TURNING POINT HOSPITAL,
TWIN CITIES COMMUNITY HOSPITAL,3.0
TWIN CITIES HOSPITAL,4.0
TWIN COUNTY REGIONAL HOSPITAL,2.0
TWIN LAKES REGIONAL MEDICAL CENTER,4.0
TWIN RIVERS REGIONAL MEDICAL CENTER,2.0
TYLER COUNTY HOSPITAL,3.0
TYLER HOLMES MEMORIAL HOSPITAL CAH,
TYLER MEMORIAL HOSPITAL,4.0
TYRONE HOSPITAL,4.0
UAMS MEDICAL CENTER,1.0
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,3.0
UCSF MEDICAL CENTER,3.0
UF HEALTH JACKSONVILLE,1.0
UF HEALTH SHANDS HOSPITAL,2.0
UH CLEVELAND MEDICAL CENTER,3.0
UH GEAUGA MEDICAL CENTER,4.0
UHHS MEMORIAL HOSPITAL OF GENEVA,5.0
UHHS RICHMOND HEIGHTS HOSPITAL,3.0
UINTAH BASIN MEDICAL CENTER,3.0
UKIAH VALLEY MEDICAL CENTER,3.0
UMASS MEMORIAL MEDICAL CENTER INC,1.0
UNICOI COUNTY MEMORIAL HOSPITAL,3.0
UNION COUNTY GENERAL HOSPITAL,
UNION COUNTY HOSPITAL,3.0
UNION GENERAL HOSPITAL,3.0
UNION HOSPITAL,3.0
UNION HOSPITAL CLINTON,4.0
UNION HOSPITAL INC,4.0
UNION HOSPITAL OF CECIL COUNTY,
UNION MEDICAL CENTER,
UNIONTOWN HOSPITAL,4.0
"UNITED HEALTH SERVICES HOSPITALS, INC",2.0
UNITED HOSPITAL,3.0
UNITED HOSPITAL CENTER,3.0
UNITED HOSPITAL DISTRICT,3.0
UNITED HOSPITAL SYSTEM,3.0
UNITED MEDICAL CENTER,1.0
UNITED MEMORIAL MEDICAL CENTER,3.0
UNITED REGIONAL HEALTH CARE SYSTEM,4.0
UNITY HOSPITAL,3.0
UNITY HOSPITAL OF ROCHESTER,4.0
UNITY MEDICAL AND SURGICAL HOSPITAL,
UNITY MEDICAL CENTER,3.0
UNITY POINT HEALTH TRINITY,3.0
UNITYPOINT HEALTH - MERITER,5.0
UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,3.0
UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE,
UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,3.0
UNIVERSITY GENERAL HOSPITAL,3.0
UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS,4.0
UNIVERSITY HEALTH CONWAY,3.0
UNIVERSITY HEALTH SHREVEPORT,1.0
UNIVERSITY HEALTH SYSTEM,1.0
UNIVERSITY HOSPITAL,2.0
UNIVERSITY HOSPITAL & CLINICS,3.0
UNIVERSITY HOSPITAL ( STONY BROOK ),2.0
UNIVERSITY HOSPITAL AND MEDICAL CENTER,2.0
UNIVERSITY HOSPITAL MCDUFFIE,3.0
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),1.0
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,1.0
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,3.0
UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3.0
UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,4.0
UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,3.0
UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,4.0
UNIVERSITY MEDICAL CENTER,2.0
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,2.0
UNIVERSITY MEDICAL CENTER NEW ORLEANS,2.0
UNIVERSITY MEDICAL CENTER OF EL PASO,2.0
UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,3.0
UNIVERSITY OF ALABAMA HOSPITAL,3.0
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,3.0
UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,2.0
"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",2.0
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,2.0
UNIVERSITY OF ILLINOIS HOSPITAL,1.0
UNIVERSITY OF IOWA HOSPITAL & CLINICS,4.0
UNIVERSITY OF KANSAS HOSPITAL,3.0
UNIVERSITY OF KENTUCKY HOSPITAL,3.0
UNIVERSITY OF LOUISVILLE HOSPITAL,1.0
UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,
UNIVERSITY OF MARYLAND MEDICAL CENTER,
UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,
UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER,
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,
UNIVERSITY OF MIAMI HOSPITAL,1.0
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,3.0
"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",3.0
UNIVERSITY OF MISSISSIPPI MED CENTER,1.0
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,2.0
UNIVERSITY OF MISSOURI HEALTH CARE,2.0
UNIVERSITY OF NORTH CAROLINA HOSPITAL,2.0
UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,3.0
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,4.0
UNIVERSITY OF TEXAS MEDICAL BRANCH,2.0
UNIVERSITY OF TN MEDICAL CENTER (THE),3.0
UNIVERSITY OF TOLEDO MEDICAL CENTER,1.0
UNIVERSITY OF VERMONT MEDICAL CENTER,3.0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,2.0
UNIVERSITY OF WASHINGTON MEDICAL CTR,5.0
UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,4.0
UNIVERSITY PEDIATRIC HOSPITAL,
UNM HOSPITAL,1.0
UNM SANDOVAL REGIONAL MEDICAL CENTER,3.0
UP HEALTH SYSTEM - MARQUETTE,3.0
UP HEALTH SYSTEM PORTAGE,3.0
UPLAND HILLS HEALTH,4.0
UPMC ALTOONA,2.0
UPMC BEDFORD MEMORIAL,3.0
UPMC EAST,4.0
UPMC HAMOT,3.0
UPMC HORIZON,3.0
UPMC MCKEESPORT,3.0
UPMC MERCY,2.0
UPMC NORTHWEST,4.0
UPMC PASSAVANT,4.0
UPMC PRESBYTERIAN SHADYSIDE,2.0
UPMC ST MARGARET,4.0
UPPER CONNECTICUT VALLEY HOSPITAL,3.0
UPPER VALLEY MEDICAL CENTER,3.0
UPSON REGIONAL MEDICAL CENTER,3.0
USC VERDUGO HILLS HOSPITAL,2.0
USMD HOSPITAL  AT FORT WORTH LP,
USMD HOSPITAL AT ARLINGTON L P,4.0
USPHS LAWTON INDIAN HOSPITAL,
UT SOUTHWESTERN UNIVERSITY HOSPITAL,3.0
UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,4.0
UTAH VALLEY HOSPITAL,3.0
UVALDE MEMORIAL HOSPITAL,
VAIL VALLEY MEDICAL CENTER,4.0
VAL VERDE REGIONAL MEDICAL CENTER,3.0
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,3.0
VALLEY CHILDREN'S HOSPITAL,
VALLEY COUNTY HEALTH SYSTEM,3.0
VALLEY FORGE MEDICAL CENTER AND HOSPITAL,
VALLEY HOSPITAL,3.0
VALLEY HOSPITAL MEDICAL CENTER,1.0
VALLEY MEDICAL CENTER,3.0
VALLEY PRESBYTERIAN HOSPITAL,2.0
VALLEY REGIONAL HOSPITAL,4.0
VALLEY REGIONAL MEDICAL CENTER,3.0
VALLEY VIEW HOSPITAL ASSOCIATION,3.0
VALLEY VIEW MEDICAL CENTER,3.0
VALLEY WEST COMMUNITY HOSPITAL,4.0
VALOR HEALTH,
VAN BUREN COUNTY HOSPITAL,
VAN DIEST MEDICAL CENTER,3.0
VAN WERT COUNTY HOSPITAL,3.0
VANDERBILT UNIVERSITY MEDICAL CENTER,3.0
VASSAR BROTHERS MEDICAL CENTER,2.0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,3.0
VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,3.0
